pop2024,pop2020,growth,name,aland_sqmi,intptlat,intptlong,slug,usps,lsad,lng,lat,type,rank,density
1602,1629,-0.00435,Zwolle,4.562,31.6394,-93.6411,zwolle-la,LA,4,-93.6411,31.6394,Village,213,351
1590,1608,-0.00313,Henderson,2.988,30.3178,-91.8037,henderson-la,LA,4,-91.8037,30.3178,Village,214,532
1586,1714,-0.01978,Jonesville,1.92,31.6223,-91.8344,jonesville-la,LA,4,-91.8344,31.6223,Village,215,826
1586,1530,0.00891,Sorrento,3.645,30.1836,-90.8666,sorrento-la,LA,4,-90.8666,30.1836,Village,216,435
1585,1708,-0.01918,White Castle,0.733,30.1617,-91.1485,white-castle-la,LA,4,-91.1485,30.1617,Village,217,2162
1509,1539,-0.00527,St. Francisville,1.825,30.7842,-91.3764,st-francisville-la,LA,4,-91.3764,30.7842,Village,218,827
1485,2535,-0.14997,Bourg,5.646,29.5636,-90.615,bourg-la,LA,5,-90.615,29.5636,CDP,219,263
1464,1488,-0.00408,Pine Prairie,1.613,30.782,-92.422,pine-prairie-la,LA,4,-92.422,30.782,Village,220,908
1440,1515,-0.01302,Rosepine,2.427,30.9245,-93.2885,rosepine-la,LA,4,-93.2885,30.9245,Village,221,593
1427,1185,-0.01992,Banks Springs,3.135,32.0764,-92.0851,banks-springs-la,LA,5,-92.0851,32.0764,CDP,222,455
1427,1323,0.01856,Cecilia,2.118,30.3364,-91.8479,cecilia-la,LA,5,-91.8479,30.3364,CDP,223,674
1398,1464,-0.01201,Simmesport,2.185,30.981,-91.8143,simmesport-la,LA,4,-91.8143,30.981,Village,224,640
1377,1433,-0.01006,Colfax,1.491,31.5196,-92.6997,colfax-la,LA,4,-92.6997,31.5196,Village,225,924
1350,1433,-0.01532,Oak Grove,1.719,32.8624,-91.3912,oak-grove-la,LA,4,-91.3912,32.8624,Village,226,785
1334,1727,-0.02343,Minorca,4.467,31.573,-91.4907,minorca-la,LA,5,-91.4907,31.573,CDP,227,299
1330,1337,-0.0015,Logansport,3.396,31.9758,-93.9934,logansport-la,LA,4,-93.9934,31.9758,Village,228,392
1311,1329,-0.0038,Duson,3.008,30.2384,-92.1891,duson-la,LA,4,-92.1891,30.2384,Village,229,436
1310,1393,-0.01578,Oberlin,4.381,30.6081,-92.775,oberlin-la,LA,4,-92.775,30.6081,Village,230,299
1304,1332,-0.00534,Clinton,2.74,30.8617,-91.0155,clinton-la,LA,4,-91.0155,30.8617,Village,231,476
1297,1297,0,Olla,3.933,31.8981,-92.2404,olla-la,LA,4,-92.2404,31.8981,Village,232,330
1296,1375,-0.0152,Ringgold,2.315,32.3265,-93.2836,ringgold-la,LA,4,-93.2836,32.3265,Village,233,560
1295,1355,-0.01145,Bernice,3.239,32.8277,-92.6585,bernice-la,LA,4,-92.6585,32.8277,Village,234,400
1281,2174,-0.10856,Port Sulphur,5.412,29.5045,-89.722,port-sulphur-la,LA,5,-89.722,29.5045,CDP,235,237
1270,1703,-0.07636,Bayou Gauche,12.853,29.8069,-90.4221,bayou-gauche-la,LA,5,-90.4221,29.8069,CDP,236,99
1264,1324,-0.01173,Mansura,2.854,31.0673,-92.0528,mansura-la,LA,4,-92.0528,31.0673,Village,237,443
1245,1175,0.01384,Killian,10.887,30.3526,-90.5809,killian-la,LA,4,-90.5809,30.3526,Village,238,114
1240,1234,0.00081,Albany,1.34,30.4992,-90.5838,albany-la,LA,4,-90.5838,30.4992,Village,239,925
1240,1304,-0.01274,Iota,1.27,30.3261,-92.4956,iota-la,LA,4,-92.4956,30.3261,Village,240,976
1240,1706,-0.08555,Lockport Heights,1.307,29.659,-90.5506,lockport-heights-la,LA,5,-90.5506,29.659,CDP,241,949
1225,1069,0.03288,Fifth Ward,5.2,31.1207,-92.1584,fifth-ward-la,LA,5,-92.1584,31.1207,CDP,242,236
1219,1830,-0.08139,Mathews,3.981,29.6822,-90.5559,mathews-la,LA,5,-90.5559,29.6822,CDP,243,306
1215,1041,0.03757,Kraemer,5.249,29.8592,-90.6256,kraemer-la,LA,5,-90.6256,29.8592,CDP,244,231
1212,1446,-0.04567,Paincourtville,1.739,29.9886,-91.0554,paincourtville-la,LA,5,-91.0554,29.9886,CDP,245,697
1180,1208,-0.0059,Basile,1.16,30.4855,-92.601,basile-la,LA,4,-92.601,30.4855,Village,246,1017
1179,1363,-0.03755,Bayou Country Club,0.778,29.7796,-90.7893,bayou-country-club-la,LA,5,-90.7893,29.7796,CDP,247,1515
1162,1078,0.0184,French Settlement,2.727,30.3319,-90.8143,french-settlement-la,LA,4,-90.8143,30.3319,Village,248,426
1153,1205,-0.01115,Livonia,1.894,30.5622,-91.5501,livonia-la,LA,4,-91.5501,30.5622,Village,249,609
1133,587,0.13755,Gillis,1.668,30.3769,-93.1998,gillis-la,LA,5,-93.1998,30.3769,CDP,250,679
1112,1162,-0.01156,Gueydan,0.91,30.029,-92.507,gueydan-la,LA,4,-92.507,30.029,Village,251,1222
1103,1809,-0.09959,Montegut,4.208,29.4406,-90.5608,montegut-la,LA,5,-90.5608,29.4406,CDP,252,262
1095,1322,-0.04617,Perry,1.746,29.9532,-92.1529,perry-la,LA,5,-92.1529,29.9532,CDP,253,627
1089,1124,0.0431,Empire,5.217,29.4452,-89.6144,empire-la,LA,5,-89.6144,29.4452,CDP,254,209
1077,1274,0.14331,Center Point,4.73,31.2524,-92.21,center-point-la,LA,5,-92.21,31.2524,CDP,255,228
1063,1125,-0.01483,Sibley,3.886,32.5425,-93.2939,sibley-la,LA,4,-93.2939,32.5425,Village,256,274
1032,1050,-0.00482,Clarks,0.96,32.0288,-92.1408,clarks-la,LA,4,-92.1408,32.0288,Village,257,1075
1032,1087,-0.01338,Glenmora,1.73,30.9733,-92.5824,glenmora-la,LA,4,-92.5824,30.9733,Village,258,597
1026,990,0.00885,Choudrant,4.231,32.5331,-92.5262,choudrant-la,LA,4,-92.5262,32.5331,Village,259,242
1024,1315,0.01789,Hackberry,28.075,29.965,-93.4102,hackberry-la,LA,5,-93.4102,29.965,CDP,260,36
1017,875,0.0367,Crescent,1.666,30.2432,-91.2882,crescent-la,LA,5,-91.2882,30.2432,CDP,261,610
1016,1326,0.02008,Lydia,1.701,29.9263,-91.7813,lydia-la,LA,5,-91.7813,29.9263,CDP,262,597
1015,1265,-0.05757,New Sarpy,1.358,29.9792,-90.3835,new-sarpy-la,LA,5,-90.3835,29.9792,CDP,263,747
999,999,0,Arnaudville,0.694,30.4017,-91.9324,arnaudville-la,LA,4,-91.9324,30.4017,Village,264,1439
999,1027,-0.00696,Slaughter,5.466,30.7276,-91.1361,slaughter-la,LA,4,-91.1361,30.7276,Village,265,183
983,994,-0.00304,Elton,1.661,30.4813,-92.6976,elton-la,LA,4,-92.6976,30.4813,Village,266,592
962,1170,-0.03992,Catahoula,3.062,30.212,-91.7196,catahoula-la,LA,5,-91.7196,30.212,CDP,267,314
952,1007,-0.01449,Grand Isle,6.404,29.2129,-90.0291,grand-isle-la,LA,4,-90.0291,29.2129,Village,268,149
952,972,-0.00522,Merryville,9.789,30.756,-93.5256,merryville-la,LA,4,-93.5256,30.756,Village,269,97
946,896,0.01393,Buras,2.298,29.3537,-89.524,buras-la,LA,5,-89.524,29.3537,CDP,270,412
921,975,-0.01497,Moreauville,3.027,31.0342,-91.9817,moreauville-la,LA,4,-91.9817,31.0342,Village,271,304
918,1248,-0.082,Deville,13.144,31.3449,-92.1418,deville-la,LA,5,-92.1418,31.3449,CDP,272,70
893,884,0.00224,Roseland,2.076,30.7639,-90.5106,roseland-la,LA,4,-90.5106,30.7639,Village,273,430
890,798,0.02653,Dulac,15.988,29.4008,-90.6932,dulac-la,LA,5,-90.6932,29.4008,CDP,274,56
885,887,-0.00113,Campti,1.042,31.898,-93.1164,campti-la,LA,4,-93.1164,31.898,Village,275,849
884,908,-0.00674,Dubach,1.817,32.7033,-92.6615,dubach-la,LA,4,-92.6615,32.7033,Village,276,487
884,964,-0.02212,Start,3.518,32.4917,-91.8678,start-la,LA,5,-91.8678,32.4917,CDP,277,251
883,899,-0.00451,Krotz Springs,1.728,30.5294,-91.7549,krotz-springs-la,LA,4,-91.7549,30.5294,Village,278,511
882,1788,-0.1336,Edgard,11.384,30.0308,-90.5441,edgard-la,LA,5,-90.5441,30.0308,CDP,279,77
878,868,0.00228,Leonville,2.725,30.4619,-91.9835,leonville-la,LA,4,-91.9835,30.4619,Village,280,322
878,848,0.00804,Madisonville,2.527,30.3985,-90.166,madisonville-la,LA,4,-90.166,30.3985,Village,281,347
873,893,-0.00569,Plain Dealing,1.579,32.907,-93.6992,plain-dealing-la,LA,4,-93.6992,32.907,Village,282,553
865,889,-0.00689,Boyce,0.506,31.3899,-92.6704,boyce-la,LA,4,-92.6704,31.3899,Village,283,1709
864,904,-0.01144,Fordoche,2.433,30.594,-91.6179,fordoche-la,LA,4,-91.6179,30.594,Village,284,355
859,894,-0.01037,Oil City,1.882,32.7458,-93.9751,oil-city-la,LA,4,-93.9751,32.7458,Village,285,456
831,331,0.14463,Centerville,0.942,29.7563,-91.4256,centerville-la,LA,5,-91.4256,29.7563,CDP,286,882
830,638,0.06138,Oretta,2.199,30.5289,-93.4391,oretta-la,LA,5,-93.4391,30.5289,CDP,287,377
825,775,0.01476,Folsom,1.989,30.6324,-90.1961,folsom-la,LA,4,-90.1961,30.6324,Village,288,415
814,598,0.07105,Hester,3.461,30.026,-90.7702,hester-la,LA,5,-90.7702,30.026,CDP,289,235
812,846,-0.01096,Lecompte,1.063,31.0882,-92.3999,lecompte-la,LA,4,-92.3999,31.0882,Village,290,764
807,879,-0.02182,Maringouin,0.738,30.4908,-91.5186,maringouin-la,LA,4,-91.5186,30.4908,Village,291,1093
797,847,-0.01605,Anacoco,3.083,31.2569,-93.3465,anacoco-la,LA,4,-93.3465,31.2569,Village,292,259
795,802,-0.00251,Simsboro,3.482,32.5323,-92.7839,simsboro-la,LA,4,-92.7839,32.5323,Village,293,228
782,885,-0.03218,Newellton,0.759,32.0726,-91.2393,newellton-la,LA,4,-91.2393,32.0726,Village,294,1030
760,772,-0.00393,Grand Coteau,2.423,30.4202,-92.0438,grand-coteau-la,LA,4,-92.0438,30.4202,Village,295,314
746,758,-0.00401,Melville,1.256,30.692,-91.7505,melville-la,LA,4,-91.7505,30.692,Village,296,594
741,768,-0.00936,Wisner,0.796,31.9804,-91.6551,wisner-la,LA,4,-91.6551,31.9804,Village,297,931
740,826,-0.02887,St. Joseph,0.89,31.9203,-91.24,st-joseph-la,LA,4,-91.24,31.9203,Village,298,831
739,737,-0.14862,Lawtell,4.147,30.5126,-92.1832,lawtell-la,LA,5,-92.1832,30.5126,CDP,299,178
738,790,-0.01731,Cotton Valley,2.632,32.8134,-93.4231,cotton-valley-la,LA,4,-93.4231,32.8134,Village,300,280
733,768,-0.01213,Hessmer,0.827,31.0534,-92.1215,hessmer-la,LA,4,-92.1215,31.0534,Village,301,886
731,767,-0.01216,Midway,3.032,31.6756,-92.1466,midway-la,LA,5,-92.1466,31.6756,CDP,302,241
728,770,-0.01488,Gibsland,2.633,32.5402,-93.0553,gibsland-la,LA,4,-93.0553,32.5402,Village,303,276
727,937,-0.06675,Welcome,4.538,30.0443,-90.8835,welcome-la,LA,5,-90.8835,30.0443,CDP,304,160
715,742,-0.0097,Washington,0.827,30.6156,-92.0599,washington-la,LA,4,-92.0599,30.6156,Village,305,865
702,648,0.01887,Port Vincent,1.704,30.3364,-90.8436,port-vincent-la,LA,4,-90.8436,30.3364,Village,306,412
700,494,0.08025,Supreme,3.385,29.8619,-90.9927,supreme-la,LA,5,-90.9927,29.8619,CDP,307,207
695,1196,-0.09269,Lakeview,0.825,32.5238,-93.8298,lakeview-la,LA,5,-93.8298,32.5238,CDP,308,842
695,742,-0.01697,Mooringsport,1.288,32.6794,-93.9602,mooringsport-la,LA,4,-93.9602,32.6794,Village,309,540
692,702,-0.00432,Urania,1.371,31.8634,-92.2913,urania-la,LA,4,-92.2913,31.8634,Village,310,505
683,673,0.00294,Tickfaw,1.618,30.5769,-90.4871,tickfaw-la,LA,4,-90.4871,30.5769,Village,311,422
682,415,0.10535,Convent,3.887,30.0152,-90.8202,convent-la,LA,5,-90.8202,30.0152,CDP,312,175
673,713,-0.01464,Sarepta,1.633,32.895,-93.4515,sarepta-la,LA,4,-93.4515,32.895,Village,313,412
672,696,-0.00885,Estherwood,1.864,30.1816,-92.4633,estherwood-la,LA,4,-92.4633,30.1816,Village,314,361
670,718,-0.0176,Cullen,1.153,32.9677,-93.4465,cullen-la,LA,4,-93.4465,32.9677,Village,315,581
664,1002,-0.1123,Egan,4.849,30.2455,-92.5116,egan-la,LA,5,-92.5116,30.2455,CDP,316,137
648,596,0.02047,St. James,8.388,30.0186,-90.8509,st-james-la,LA,5,-90.8509,30.0186,CDP,317,77
643,674,-0.01229,Doyline,3.328,32.5207,-93.4157,doyline-la,LA,4,-93.4157,32.5207,Village,318,193
631,641,-0.00473,Parks,0.845,30.2178,-91.8276,parks-la,LA,4,-91.8276,30.2178,Village,319,747
629,657,-0.01101,Loreauville,0.446,30.0588,-91.7388,loreauville-la,LA,4,-91.7388,30.0588,Village,320,1410
624,630,-0.00319,Greensburg,2.519,30.8296,-90.6699,greensburg-la,LA,4,-90.6699,30.8296,Village,321,248
624,602,0.00971,Point Place,0.975,31.6876,-93.025,point-place-la,LA,5,-93.025,31.6876,CDP,322,640
623,654,-0.01268,Rosedale,7.78,30.4429,-91.4601,rosedale-la,LA,4,-91.4601,30.4429,Village,323,80
618,626,-0.00323,Montgomery,2.066,31.6674,-92.8871,montgomery-la,LA,4,-92.8871,31.6674,Village,324,299
605,648,0.11213,Fort Jesup,4.266,31.6114,-93.4062,fort-jesup-la,LA,5,-93.4062,31.6114,CDP,325,142
604,614,-0.00494,Pleasant Hill,1.615,31.8154,-93.5164,pleasant-hill-la,LA,4,-93.5164,31.8154,Village,326,374
603,606,-0.00166,Forest Hill,3.758,31.0499,-92.5253,forest-hill-la,LA,4,-92.5253,31.0499,Village,327,160
600,624,-0.0099,Mangham,1.112,32.3093,-91.7794,mangham-la,LA,4,-91.7794,32.3093,Village,328,540
598,594,0.00168,Morse,1.401,30.1221,-92.4984,morse-la,LA,4,-92.4984,30.1221,Village,329,427
597,623,-0.01159,Marion,3.21,32.8979,-92.2404,marion-la,LA,4,-92.2404,32.8979,Village,330,186
580,579,0,Cankton,2.039,30.3455,-92.1131,cankton-la,LA,4,-92.1131,30.3455,Village,331,284
565,605,-0.01739,Boothville,2.149,29.3325,-89.4057,boothville-la,LA,5,-89.4057,29.3325,CDP,332,263
551,692,0.03766,Union,9.546,30.0861,-90.889,union-la,LA,5,-90.889,30.0861,CDP,333,58
549,581,-0.01436,Simpson,8.122,31.2646,-93.0161,simpson-la,LA,4,-93.0161,31.2646,Village,334,68
543,951,-0.15814,Wallace Ridge,7.001,31.6841,-91.8287,wallace-ridge-la,LA,5,-91.8287,31.6841,CDP,335,78
542,1560,-0.3191,Charenton,4.967,29.8671,-91.54,charenton-la,LA,5,-91.54,29.8671,CDP,336,109
542,554,-0.0055,Florien,2.233,31.4575,-93.4592,florien-la,LA,4,-93.4592,31.4575,Village,337,243
540,552,-0.00552,Grosse Tete,1.467,30.4154,-91.4394,grosse-tete-la,LA,4,-91.4394,30.4154,Village,338,368
537,1508,-0.09596,Paradis,6.429,29.8665,-90.44,paradis-la,LA,5,-90.44,29.8665,CDP,339,84
532,579,-0.02206,Clayton,1.582,31.7222,-91.5346,clayton-la,LA,4,-91.5346,31.7222,Village,340,336
526,576,-0.02412,Ridgecrest,0.43,31.6018,-91.5304,ridgecrest-la,LA,4,-91.5304,31.6018,Village,341,1223
522,355,0.05242,Branch,7.356,30.3386,-92.2857,branch-la,LA,5,-92.2857,30.3386,CDP,342,71
522,355,0.08299,Lewisburg,0.503,30.3676,-90.102,lewisburg-la,LA,5,-90.102,30.3676,CDP,343,1038
517,1027,-0.1972,Barataria,4.285,29.714,-90.1215,barataria-la,LA,5,-90.1215,29.714,CDP,344,121
514,560,-0.02095,Sorrel,2.116,29.8884,-91.6266,sorrel-la,LA,5,-91.6266,29.8884,CDP,345,243
505,525,-0.0098,Provencal,2.458,31.6547,-93.2001,provencal-la,LA,4,-93.2001,31.6547,Village,346,205
504,542,-0.01946,Napoleonville,0.168,29.9383,-91.0264,napoleonville-la,LA,4,-91.0264,29.9383,Village,347,3000
503,522,-0.00984,Martin,11.55,32.0999,-93.2191,martin-la,LA,4,-93.2191,32.0999,Village,348,44
500,442,0.03093,Spokane,2.353,31.7041,-91.4605,spokane-la,LA,5,-91.4605,31.7041,CDP,349,212
497,519,-0.01193,Morganza,1.205,30.7381,-91.5916,morganza-la,LA,4,-91.5916,30.7381,Village,350,412
490,517,-0.01408,Mermentau,2.132,30.188,-92.5838,mermentau-la,LA,4,-92.5838,30.188,Village,351,230
482,488,-0.00413,Natchez,1.032,31.6741,-93.0455,natchez-la,LA,4,-93.0455,31.6741,Village,352,467
475,490,-0.00835,Chatham,0.988,32.3092,-92.4514,chatham-la,LA,4,-92.4514,32.3092,Village,353,481
471,513,-0.02282,Richmond,1.659,32.3884,-91.1804,richmond-la,LA,4,-91.1804,32.3884,Village,354,284
470,537,-0.03491,Waterproof,0.697,31.8072,-91.3861,waterproof-la,LA,4,-91.3861,31.8072,Village,355,674
463,481,-0.01068,Vienna,3.467,32.6092,-92.6481,vienna-la,LA,4,-92.6481,32.6092,Village,356,134
454,426,0.01566,Springfield,1.405,30.4256,-90.5444,springfield-la,LA,4,-90.5444,30.4256,Village,357,323
454,426,0.01566,Tangipahoa,1.005,30.8758,-90.5138,tangipahoa-la,LA,4,-90.5138,30.8758,Village,358,452
447,485,-0.02188,Mer Rouge,1.172,32.7769,-91.7944,mer-rouge-la,LA,4,-91.7944,32.7769,Village,359,381
437,452,-0.00907,Dry Prong,1.386,31.5813,-92.5314,dry-prong-la,LA,4,-92.5314,31.5813,Village,360,315
436,446,-0.00683,Gilbert,1.049,32.0512,-91.6577,gilbert-la,LA,4,-91.6577,32.0512,Village,361,416
435,461,-0.01584,Cheneyville,1.016,31.011,-92.2901,cheneyville-la,LA,4,-92.2901,31.011,Village,362,428
433,449,-0.00915,Grayson,1.273,32.0492,-92.1116,grayson-la,LA,4,-92.1116,32.0492,Village,363,340
415,435,-0.0119,Junction City,1.229,33.0073,-92.7224,junction-city-la,LA,4,-92.7224,33.0073,Village,364,338
413,424,-0.00721,Goldonna,13.07,32.0112,-92.93,goldonna-la,LA,4,-92.93,32.0112,Village,365,32
409,427,-0.01208,Hornbeck,1.151,31.326,-93.3958,hornbeck-la,LA,4,-93.3958,31.326,Village,366,355
404,395,0.00498,Sun,4.268,30.6525,-89.9105,sun-la,LA,4,-89.9105,30.6525,Village,367,95
403,397,0.00249,Turkey Creek,2.479,30.8732,-92.417,turkey-creek-la,LA,4,-92.417,30.8732,Village,368,163
402,306,0.06349,Singer,6.947,30.6512,-93.4117,singer-la,LA,5,-93.4117,30.6512,CDP,369,58
396,411,-0.01,Elizabeth,1.648,30.8657,-92.8018,elizabeth-la,LA,4,-92.8018,30.8657,Village,370,240
386,396,-0.00771,Pollock,7.836,31.4941,-92.4413,pollock-la,LA,4,-92.4413,31.4941,Village,371,49
375,377,-0.00266,Converse,2.181,31.7795,-93.7001,converse-la,LA,4,-93.7001,31.7795,Village,372,172
368,384,-0.01075,Hodge,0.967,32.27,-92.7297,hodge-la,LA,4,-92.7297,32.27,Village,373,381
357,348,0.00563,Wilson,2.711,30.9256,-91.1053,wilson-la,LA,4,-91.1053,30.9256,Village,374,132
356,938,-0.28942,Choctaw,6.251,29.8457,-90.7238,choctaw-la,LA,5,-90.7238,29.8457,CDP,375,57
351,387,-0.025,Siracusaville,0.799,29.688,-91.1511,siracusaville-la,LA,5,-91.1511,29.688,CDP,376,439
344,980,-0.3161,Lemannville,1.013,30.101,-90.9284,lemannville-la,LA,5,-90.9284,30.101,CDP,377,340
337,365,-0.02035,Sicily Island,0.574,31.8488,-91.6594,sicily-island-la,LA,4,-91.6594,31.8488,Village,378,587
337,335,0,South Mansfield,0.679,32.0171,-93.718,south-mansfield-la,LA,4,-93.718,32.0171,Village,379,496
334,358,-0.01765,Epps,0.966,32.6038,-91.4814,epps-la,LA,4,-91.4814,32.6038,Village,380,346
333,170,0.02147,Longville,5.707,30.6106,-93.225,longville-la,LA,5,-93.225,30.6106,CDP,381,58
330,179,0.12628,Starks,3.429,30.3105,-93.6667,starks-la,LA,5,-93.6667,30.3105,CDP,382,96
327,347,-0.01506,Kilbourne,1.386,32.9972,-91.3139,kilbourne-la,LA,4,-91.3139,32.9972,Village,383,236
326,192,0.06189,Rock Hill,3.853,31.439,-92.5759,rock-hill-la,LA,5,-92.5759,31.439,CDP,384,85
319,327,-0.00623,Clarence,1.572,31.8203,-93.0291,clarence-la,LA,4,-93.0291,31.8203,Village,385,203
319,325,-0.00623,Varnado,0.849,30.8953,-89.8319,varnado-la,LA,4,-89.8319,30.8953,Village,386,376
314,370,-0.04268,Bayou Goula,2.443,30.217,-91.1809,bayou-goula-la,LA,5,-91.1809,30.217,CDP,387,129
309,275,0.03,Echo,1.742,31.1085,-92.2406,echo-la,LA,5,-92.2406,31.1085,CDP,388,177
304,380,-0.05882,Good Pine,0.769,31.6935,-92.1629,good-pine-la,LA,5,-92.1629,31.6935,CDP,389,395
304,307,-0.00328,Tullos,1.584,31.8174,-92.3267,tullos-la,LA,4,-92.3267,31.8174,Village,390,192
302,360,-0.0443,Pointe Hache,1.762,29.5738,-89.7808,pointe-hache-la,LA,5,-89.7808,29.5738,CDP,391,171
300,654,-0.2268,Hayes,2.78,30.1111,-92.9239,hayes-la,LA,5,-92.9239,30.1111,CDP,392,108
292,368,-0.06109,St. Maurice,6.665,31.7613,-92.9389,st-maurice-la,LA,5,-92.9389,31.7613,CDP,393,44
287,295,-0.00692,North Hodge,0.678,32.2825,-92.7184,north-hodge-la,LA,4,-92.7184,32.2825,Village,394,423
282,298,-0.01399,Forest,1.671,32.7924,-91.4126,forest-la,LA,4,-91.4126,32.7924,Village,395,169
281,296,-0.01404,Dodson,2.511,32.0791,-92.6586,dodson-la,LA,4,-92.6586,32.0791,Village,396,112
273,292,-0.01799,Dixie Inn,0.485,32.5968,-93.3322,dixie-inn-la,LA,4,-93.3322,32.5968,Village,397,563
271,275,-0.00368,Georgetown,1.299,31.7585,-92.3803,georgetown-la,LA,4,-92.3803,31.7585,Village,398,209
270,850,-0.34783,Lafitte,4.841,29.7109,-90.0968,lafitte-la,LA,5,-90.0968,29.7109,CDP,399,56
268,278,-0.01107,Norwood,4.083,30.9734,-91.1103,norwood-la,LA,4,-91.1103,30.9734,Village,400,66
264,280,-0.01493,Columbia,0.764,32.1021,-92.0764,columbia-la,LA,4,-92.0764,32.1021,Village,401,346
263,269,-0.00755,Hall Summit,1.673,32.177,-93.3051,hall-summit-la,LA,4,-93.3051,32.177,Village,402,157
263,177,0.09129,Prospect,1.476,31.4464,-92.4964,prospect-la,LA,5,-92.4964,31.4464,CDP,403,178
261,243,0.01556,Creola,0.41,31.4269,-92.481,creola-la,LA,4,-92.481,31.4269,Village,404,637
259,173,0.09283,Midland,0.201,30.1805,-92.5015,midland-la,LA,5,-92.5015,30.1805,CDP,405,1289
257,111,0.16818,Joyce,2.925,31.9347,-92.5851,joyce-la,LA,5,-92.5851,31.9347,CDP,406,88
256,278,-0.0229,Harrisonburg,0.968,31.7685,-91.823,harrisonburg-la,LA,4,-91.823,31.7685,Village,407,264
254,261,-0.00781,Chataignier,0.628,30.5696,-92.3168,chataignier-la,LA,4,-92.3168,30.5696,Village,408,404
251,270,-0.01953,Collinston,1.127,32.6893,-91.8718,collinston-la,LA,4,-91.8718,32.6893,Village,409,223
249,256,-0.00797,Angie,1.532,30.9613,-89.8211,angie-la,LA,4,-89.8211,30.9613,Village,410,163
248,263,-0.01587,Saline,1.19,32.1631,-92.9768,saline-la,LA,4,-92.9768,32.1631,Village,411,208
247,242,0.00407,Keachi,5.032,32.168,-93.9145,keachi-la,LA,4,-93.9145,32.168,Village,412,49
242,300,-0.05469,Pleasure Bend,4.195,29.9221,-90.6412,pleasure-bend-la,LA,5,-90.6412,29.9221,CDP,413,58
237,249,-0.0125,Dubberly,3.939,32.5476,-93.2323,dubberly-la,LA,4,-93.2323,32.5476,Village,414,60
236,250,-0.01667,Belcher,1.574,32.7522,-93.8372,belcher-la,LA,4,-93.8372,32.7522,Village,415,150
236,244,-0.0084,Hosston,2.663,32.8861,-93.8827,hosston-la,LA,4,-93.8827,32.8861,Village,416,89
236,250,-0.01667,Lucky,8.171,32.2441,-93.0133,lucky-la,LA,4,-93.0133,32.2441,Village,417,29
235,57,0.19898,Lacassine,1.75,30.2331,-92.9208,lacassine-la,LA,5,-92.9208,30.2331,CDP,418,134
231,243,-0.01282,Calvin,2.293,31.9617,-92.7758,calvin-la,LA,4,-92.7758,31.9617,Village,419,101
227,237,-0.01304,Athens,3.501,32.658,-93.0277,athens-la,LA,4,-93.0277,32.658,Village,420,65
226,308,-0.0813,Rio,1.133,30.6914,-89.8896,rio-la,LA,5,-89.8896,30.6914,CDP,421,199
219,222,-0.00455,Reeves,2.417,30.5217,-93.0362,reeves-la,LA,4,-93.0362,30.5217,Village,422,91
216,230,-0.01818,Castor,1.191,32.2549,-93.166,castor-la,LA,4,-93.166,32.2549,Village,423,181
215,219,-0.00463,Grand Cane,1.132,32.0839,-93.809,grand-cane-la,LA,4,-93.809,32.0839,Village,424,190
209,228,-0.02336,Delta,4.437,32.3222,-90.9585,delta-la,LA,4,-90.9585,32.3222,Village,425,47
209,224,-0.01878,Fenton,0.485,30.3643,-92.917,fenton-la,LA,4,-92.917,30.3643,Village,426,431
208,222,-0.01887,Plaucheville,1.514,30.9647,-91.9837,plaucheville-la,LA,4,-91.9837,30.9647,Village,427,137
206,209,-0.00483,Baskin,1.333,32.2591,-91.7473,baskin-la,LA,4,-91.7473,32.2591,Village,428,155
206,218,-0.01435,Ida,1.42,32.9989,-93.8964,ida-la,LA,4,-93.8964,32.9989,Village,429,145
205,216,-0.01442,Evergreen,1.022,30.9528,-92.1052,evergreen-la,LA,4,-92.1052,30.9528,Village,430,201
204,83,0.09677,Trout,0.088,31.6967,-92.1797,trout-la,LA,5,-92.1797,31.6967,CDP,431,2318
203,213,-0.01456,Heflin,1.913,32.4591,-93.2731,heflin-la,LA,4,-93.2731,32.4591,Village,432,106
203,199,0.00495,Noble,1.033,31.6899,-93.6832,noble-la,LA,4,-93.6832,31.6899,Village,433,197
201,550,-0.21484,Roanoke,0.428,30.2355,-92.7481,roanoke-la,LA,5,-92.7481,30.2355,CDP,434,470
197,203,-0.01005,East Hodge,0.234,32.2776,-92.7137,east-hodge-la,LA,4,-92.7137,32.2776,Village,435,842
197,201,-0.00505,McNary,1.842,30.9904,-92.5815,mcnary-la,LA,4,-92.5815,30.9904,Village,436,107
195,198,-0.0051,Montpelier,1.867,30.6852,-90.6566,montpelier-la,LA,4,-90.6566,30.6852,Village,437,104
189,193,-0.00526,Ashland,26.987,32.1204,-93.1125,ashland-la,LA,4,-93.1125,32.1204,Village,438,7
189,200,-0.01563,Edgefield,0.248,32.0501,-93.336,edgefield-la,LA,4,-93.336,32.0501,Village,439,762
188,194,-0.01053,Fisher,0.616,31.4933,-93.4597,fisher-la,LA,4,-93.4597,31.4933,Village,440,305
181,189,-0.01093,Rodessa,1.204,32.9736,-93.9972,rodessa-la,LA,4,-93.9972,32.9736,Village,441,150
179,190,-0.01648,Bienville,11.037,32.3632,-92.9748,bienville-la,LA,4,-92.9748,32.3632,Village,442,16
173,59,0.11613,Darrow,0.207,30.1212,-90.9843,darrow-la,LA,5,-90.9843,30.1212,CDP,443,836
